Day,SessionCode,SessionTitle,Room,PaperTime,PaperTitle,Authors
"Monday, Nov 3",M4-RBA,Computing Undergraduate 4: Cybersecurity,Riverbed A,15:30,Integrating Generative AI into Cybersecurity Education: a Study of OCR and Multimodal LLM-Assisted Instruction,"Karan Patel and Yu-Zheng Lin (University of Arizona, USA); Gaurangi Raul (The University of Arizona, USA); Bono Po-Jen Shih (The Pennsylvania State University, USA); Matthew W Redondo (University of Arizona, USA); Banafsheh Saber Latibari (The University of Arizona, USA); Jesus Pacheco (Universidad de Sonora, Mexico); Soheil Salehi and Pratik Satam (University of Arizona, USA)"
"Monday, Nov 3",M4-RBA,Computing Undergraduate 4: Cybersecurity,Riverbed A,15:45,"RAG-PRISM: A Personalized, Rapid, and Immersive Skill Mastery Framework with Adaptive Retrieval-Augmented Tutoring","Gaurangi Raul (The University of Arizona, USA); Yu-Zheng Lin and Karan Patel (University of Arizona, USA); Bono Po-Jen Shih (The Pennsylvania State University, USA); Matthew W Redondo (University of Arizona, USA); Banafsheh Saber Latibari (The University of Arizona, USA); Jesus Pacheco (Universidad de Sonora, Mexico); Soheil Salehi and Pratik Satam (University of Arizona, USA)"
"Monday, Nov 3",M4-RBA,Computing Undergraduate 4: Cybersecurity,Riverbed A,16:00,Do LLMs Make Cybersecurity Mistakes? an Evaluation of LLMs Performance on Cybersecurity Concept Inventories,"Shan Huang (University of Illinois Urbana-Champaign, USA); Geoffrey L Herman (University of Illinois at Urbana-Champaign, USA); Alan T Sherman (University of Maryland, Baltimore County (UMBC), USA) 41"
"Monday, Nov 3",M4-RBA,Computing Undergraduate 4: Cybersecurity,Riverbed A,16:15,Pedalogical: Feedback Tool to Reduce Software Vulnerabilities in Non-Security Computer Science Courses,"Andrew L Sanders and Gursimran Singh Walia (Augusta University, USA); Lucas Cordova and Teo Mendoza (Willamette University, USA)"
"Monday, Nov 3",M4-RBA,Computing Undergraduate 4: Cybersecurity,Riverbed A,16:30,WIP: Leveraging Blockchain for Secure and Verifiable Micro-Credentialing in Engineering Education,"Christiana Chamon, Leyla Nazhandali, Vinod Lohani and Dayoung Kim (Virginia Tech, USA)"
"Monday, Nov 3",M4-RBA,Computing Undergraduate 4: Cybersecurity,Riverbed A,16:45,WIP: Image Scaling Attack Simulation: A Measure of Stealth and Detectability,"Devon A Kelly (Virginia Tech, USA); Sarah A Flanery (Texas A&M University, USA); Christiana Chamon (Virginia Tech, USA) 15:30 - 17:00"
"Monday, Nov 3",M4-RBC,Gen AI 4: Chatbots and Tutors (2),Riverbed C,15:30,Evaluating LLM Engines for TA Chatbots,"Shyamal Gandhi, Sai Santhosh Garlapati, Vinay Vobbilichetty and Edward F. Gehringer (North Carolina State University, USA)"
"Monday, Nov 3",M4-RBC,Gen AI 4: Chatbots and Tutors (2),Riverbed C,15:45,WIP: Developing AI-Powered Chatbots as Learning Assistants: A Work-in-Progress Study on Enhancing Undergraduate Computer,"Science Education Tajay Jackson, Nickmoon Mware and Hong Jiang (Benedict College, USA)"
"Monday, Nov 3",M4-RBC,Gen AI 4: Chatbots and Tutors (2),Riverbed C,16:00,Cultivating Character and Ethics via a Custom-Built AI-Chatbot in an Electric Circuits Activity,"Hussein Abdeltawab and Kyle Luthy (Wake Forest University, USA)"
"Monday, Nov 3",M4-RBC,Gen AI 4: Chatbots and Tutors (2),Riverbed C,16:15,ChatGPT as a Teaching Assistant in a CS1 Course: An Experience Report,"Luiza A. N. Gomes and Camila Frealdo Fraga (Universidade de Brasilia, Brazil); Maristela Holanda (University of Brasilia, Brazil); Dilma Da Silva (TAMU, USA)"
"Monday, Nov 3",M4-RBC,Gen AI 4: Chatbots and Tutors (2),Riverbed C,16:30,WIP: Large Language Model-Enhanced Smart Tutor for Undergraduate Circuit Analysis,"Liangliang Chen, Huiru Xie, Jacqueline Rohde and Ying Zhang (Georgia Institute of Technology, USA) 42"
"Monday, Nov 3",M4-RBC,Gen AI 4: Chatbots and Tutors (2),Riverbed C,16:45,WIP: Structured AI Tutoring in Engineering Education,"Alberto Cruz (California State University Bakersfield, USA); Anjana Yatawara, Maruti V Mishra and Jianjun Wang (California State University, Bakersfield, USA) 15:30 - 17:00"
"Monday, Nov 3",M4-RBD,Competencies Development 1: Professional Skills and Global Experiences,Riverbed D,15:30,WIP: Assessing 21st Century Skills of High School Students in a Machine Learning Workshop with TinyML,"Algeir P Sampaio (Federal University of Bahia, Brazil); Paulo Farias (UFBA, Brazil); Roberto A Bittencourt (University of Victoria, Canada)"
"Monday, Nov 3",M4-RBD,Competencies Development 1: Professional Skills and Global Experiences,Riverbed D,15:45,WIP: What Employers Want: a Data-Driven Analysis of Soft Skill Trends in Computer Science Job Postings (2012-2024),"Negin Yazdani Motlagh (University of Massachusetts Lowell, USA); Kritee Neupane and Lewis Tseng (UMass Lowell, USA); Hsien-Yuan Hsu (University of Massachusetts Lowell, USA)"
"Monday, Nov 3",M4-RBD,Competencies Development 1: Professional Skills and Global Experiences,Riverbed D,16:00,WIP: the Impact of Activeness on the Student Competencies and Curriculum Design of CS,"Ninghan Zheng, Yingqi Zhang, ShanShan Li, Yuchao Gao, Xiaojun Wu and Weidong Liu (Tsinghua University, China)"
"Monday, Nov 3",M4-RBD,Competencies Development 1: Professional Skills and Global Experiences,Riverbed D,16:15,Assessing the Impact of Undergraduate Global Experiences on Engineers' Career Outcomes: a Case Study of One University,"Lexy C Arinze, Joe Tort and Kirsten A Davis (Purdue University, USA)"
"Monday, Nov 3",M4-RBD,Competencies Development 1: Professional Skills and Global Experiences,Riverbed D,16:30,WIP: Enhancing Internationalization of Engineering Students: Factors and Consequences,"Ferran Badia, Alvaro De Gracia, Francesc Gine, Josep Ll. Lérida and Margarita Moltó-Aribau (University of Lleida, Spain); Magda Valls (Universitat de Lleida, Spain)"
"Monday, Nov 3",M4-RBD,Competencies Development 1: Professional Skills and Global Experiences,Riverbed D,16:45,Identification of Digital Competencies to Strengthen the Graduation Profile of Students Close to Graduation from a Polytechnic,"University in Central Mexico Martha Patricia Robles Gutiérrez, Dra (Universidad Politécnica de Pachuca, Mexico); Noemi Mendoza (Texas A&M, USA); Lourdes E Del Razo Robles (UnadMexico, Mexico); Omar-Arturo Dominguez-Ramirez (Autonomous University of the State of Hidalgo, Mexico); Luis Arturo Guerrero Azpeitia (Universidad Politécnica Metropolitana de Hidalgo, Mexico) 43"
"Monday, Nov 3",M4-WPA,Pedagogical & Instructional Approaches 4: Promoting Problem-Solving and Experiential Learning in Programming and,Willow Pond A,15:30,Fostering Problem-Solving in Introductory Programming Through Software Testing: A Systematic Review,"André Almeida (Federal University of Campina Grande, Brazil & State University of Paraíba, Brazil); Wilkerson L. Andrade (Federal University of Campina Grande, Brazil); Dalton Guerrero (Universidade Federal de Campina Grande, Brazil)"
"Monday, Nov 3",M4-WPA,Pedagogical & Instructional Approaches 4: Promoting Problem-Solving and Experiential Learning in Programming and,Willow Pond A,15:45,Engaged Student Learning Through Hands-on IoT: a Special Topics Course on IoT - Devices and Communication,"Mehrube Mehrubeoglu (Texas A&M University-Corpus Christi, USA); Lifford McLauchlan and David L. Hicks (Texas A&M University- Kingsville, USA)"
"Monday, Nov 3",M4-WPA,Pedagogical & Instructional Approaches 4: Promoting Problem-Solving and Experiential Learning in Programming and,Willow Pond A,16:00,A Pedagogically-Focused Translation Pipeline for Designing Loops in Programming,"Larry J Crotts, Chung-chieh Shan and Sam Tobin-Hochstadt (Indiana University Bloomington, USA)"
"Monday, Nov 3",M4-WPA,Pedagogical & Instructional Approaches 4: Promoting Problem-Solving and Experiential Learning in Programming and,Willow Pond A,16:15,WIP: Using Cases and a Change Management Framework to Teach About Implementing New Ways of Working in the Electrification,"of Transportation Olof Lindahl and Jennifer Leijon (Uppsala University, Sweden)"
"Monday, Nov 3",M4-WPA,Pedagogical & Instructional Approaches 4: Promoting Problem-Solving and Experiential Learning in Programming and,Willow Pond A,16:30,WIP: Using Comparative Industry Cases to Teach About Challenges in the Electrification of Transportation,"Jennifer Leijon and Olof Lindahl (Uppsala University, Sweden)"
"Monday, Nov 3",M4-WPA,Pedagogical & Instructional Approaches 4: Promoting Problem-Solving and Experiential Learning in Programming and,Willow Pond A,16:45,WIP: Experiment Exploration in Computer Organization - Design a Computer for Running Software,"ShanShan Li, Ninghan Zheng, Yuchao Gao, Xiaojun Wu and Weidong Liu (Tsinghua University, China) 15:30 - 17:00"
"Monday, Nov 3",M4-WPB,Broadening Participation 4: Support Systems and Student Perceptions,Willow Pond B,15:30,Exploring the Impact of Pre-College Resources and Support on Spatial Skills Development in Undergraduate Engineering Students,"Narjes Khorsandi Koujel, Justin C Major and Stephanie Farrell (Rowan University, USA)"
"Monday, Nov 3",M4-WPB,Broadening Participation 4: Support Systems and Student Perceptions,Willow Pond B,15:45,LSAMP Serves as Medium for Developing Support Networks for STEM Undergraduate Retention,"Jordan Peyton (Ohio State University, USA); Olivia Callahan (University of Michigan, USA); Minso Choi (The Ohio State University, USA); Angela Ebreo (University of Michigan, USA)"
"Monday, Nov 3",M4-WPB,Broadening Participation 4: Support Systems and Student Perceptions,Willow Pond B,16:00,WIP: Non-Legacy or FirstGen Latinx Engineering Entrepreneurship,"Noemi Mendoza (Texas A&M, USA); Alma Susana Galvez Herrera (Sintesys, USA) 44"
"Monday, Nov 3",M4-WPB,Broadening Participation 4: Support Systems and Student Perceptions,Willow Pond B,16:15,Perception of Artificial Intelligence in Education by High School Students in a Rural Region in the US in Comparison with US in General,"and Europe Yanjun Yan (Western Carolina University, USA); Vladislav Deyanov Slavov (Technical University of Sofia, Bulgaria)"
"Monday, Nov 3",M4-WPB,Broadening Participation 4: Support Systems and Student Perceptions,Willow Pond B,16:30,WIP: Revealing the Hidden Curriculum: a Multi-Institutional Perspective,"Suzanne Rivoire (Sonoma State University, USA); Alexandra K Schofield (Harvey Mudd College, USA) 15:30 - 17:00"
"Monday, Nov 3",M4-WPC,"Faculty Development & Perspectives 4: Advancing Mentorship, Innovation, and Reflective Practices",Willow Pond C,15:30,How Mentors Benefit from a STEM-Based Ementoring Program,"Cameron Denson, Niloufar Bayati and Jameelah Hayes (North Carolina State University, USA)"
"Monday, Nov 3",M4-WPC,"Faculty Development & Perspectives 4: Advancing Mentorship, Innovation, and Reflective Practices",Willow Pond C,15:45,WIP: Faculty Mentoring Experiences in an Evolving NSF s-STEM Project,"Debarati Basu, Sydney A. Cash and Omar Ochoa (Embry-Riddle Aeronautical University, USA)"
"Monday, Nov 3",M4-WPC,"Faculty Development & Perspectives 4: Advancing Mentorship, Innovation, and Reflective Practices",Willow Pond C,16:00,WIP Bridging the Gap: Faculty Perspectives on Microlearning Implementation in Engineering and Computing Education,"Farhan Sadique (Kansas State University, USA); Suman Saha and Mahfuza Farooque (Pennsylvania State University, USA); Susan Yelich Biniecki (Kansas State University, USA)"
"Monday, Nov 3",M4-WPC,"Faculty Development & Perspectives 4: Advancing Mentorship, Innovation, and Reflective Practices",Willow Pond C,16:15,Empowering Disruptive Professor for a Disruptive University,"Claudio R Brito (Science and Education Research Organization, Portugal); Melany M Ciampi (World Organization on System Engineering and Information Technology (WCSEIT) & President, Portugal)"
"Monday, Nov 3",M4-WPC,"Faculty Development & Perspectives 4: Advancing Mentorship, Innovation, and Reflective Practices",Willow Pond C,16:30,WIP: Engineering Doctoral Students' Perceptions of Transformative Experiences in Developing Non-Technical Competencies for,"Faculty Careers Ibukunoluwa E Salami (University of Nebraska at Lincoln, USA); Logan A. Perry (University of Nebraska-Lincoln, USA)"
"Monday, Nov 3",M4-WPC,"Faculty Development & Perspectives 4: Advancing Mentorship, Innovation, and Reflective Practices",Willow Pond C,16:45,WIP: Fostering Meaningful Reflective Practice Through Concept Mapping in Graduate Engineering Education,"Shih Hui Lee (Purdue University, USA & Universiti Teknologi Malaysia, Malaysia); Khairiyah Mohd-Yusof (Purdue University, USA) 45"
"Monday, Nov 3",M4-WPE,Design Education 4: Supporting Learner Success and Incorporating Innovative Practices,Willow Pond E,15:30,A Flexible and Innovative Method to Teach a Design Technology Course to Empower and Inspire Students' Learning and Prepare,"Them for Future Employment Kenny M Fotouhi (University of Maryland Eastern Shore, USA); Mehdi Fotouhi (University of Maryland, USA); Joel Tomlinson (University of Maryland Eastern Shore, USA)"
"Monday, Nov 3",M4-WPE,Design Education 4: Supporting Learner Success and Incorporating Innovative Practices,Willow Pond E,15:45,WIP: Design Activity Engagement of Women Engineering Students,"Amelia Slater (Harding University, USA); James Huff (University of Georgia, USA)"
"Monday, Nov 3",M4-WPE,Design Education 4: Supporting Learner Success and Incorporating Innovative Practices,Willow Pond E,16:00,Examining the Prevalence of Design Philosophies in Engineering Education,"Nathan M Hicks, Corbin Edmonds and Emma Laymon (University of Tennessee, Knoxville, USA)"
"Monday, Nov 3",M4-WPE,Design Education 4: Supporting Learner Success and Incorporating Innovative Practices,Willow Pond E,16:15,Implementing Scrum Methodology in Engineering Capstone Design Courses,"Haifeng Wang (Slippery Rock University, USA)"
"Monday, Nov 3",M4-WPE,Design Education 4: Supporting Learner Success and Incorporating Innovative Practices,Willow Pond E,16:30,Design Fixation in Cross-Cultural Design Education: Challenges in Overcoming Fixed Thinking in a Global Design Thinking Program,"Andrea Goncher and Gloria J Kim (University of Florida, USA); Audrey M DeHoog (Unviersity of Florida, USA)"
"Monday, Nov 3",M4-WPE,Design Education 4: Supporting Learner Success and Incorporating Innovative Practices,Willow Pond E,16:45,WIP: Supporting Industrial Engineering Students' Learning in Capstone Engineering Design Course,"Syed Ahmad Helmi Syed Hassan, Craig Allen Zehrung, Aaron Ramsey, Prathyush Dinesh Kothari, Maxell P Lumbera and Khairiyah Mohd- Yusof (Purdue University, USA) 17:00 - 18:30"
"Monday, Nov 3",M5-RBA,Undergraduate Education Applications,Riverbed A,17:00,WIP: Evaluating the Capabilities of GPT Applications in Solving Introductory-Level Algorithm Problems,"Xiaojun Wu, ShanShan Li, Ninghan Zheng and Yuchao Gao (Tsinghua University, China)"
"Monday, Nov 3",M5-RBA,Undergraduate Education Applications,Riverbed A,17:15,"WIP: Guiding, Not Giving: Analyzing the Effectiveness of Guided Problem-Solving in CS1","Rajeshwari Deoraj, Jaya Veera Surendra Gupta Kurivella and Marcia Moraes (Colorado State University, USA)"
"Monday, Nov 3",M5-RBA,Undergraduate Education Applications,Riverbed A,17:30,WIP: Context-Aware AI in Learning Management Systems for Computer Science Courses,"Archer Simmons (Texas A&M University, USA); Maristela Holanda (University of Brasilia, Brazil); Dilma Da Silva (TAMU, USA) 46"
"Monday, Nov 3",M5-RBA,Undergraduate Education Applications,Riverbed A,17:45,Scribble and Learn-a Leaner Centric Approach,"Helen K Joy (CHRIST University, India); Manjunath R Kounte (Department of Electronics and Communication Engineering, HKBK College of Engineering, Bengaluru, India - 560045); Sridevi R (CHRIST University, India)"
"Monday, Nov 3",M5-RBA,Undergraduate Education Applications,Riverbed A,18:00,Data-Driven Adaptive Curriculum: Personalizing Academic Pathways for Enhanced Student Success,"Priyanka Kumar, David Mike-Ewewie, Panhapiseth Lim and Alejandro Sotelo (The University of Texas Permian Basin, USA)"
"Monday, Nov 3",M5-RBA,Undergraduate Education Applications,Riverbed A,18:15,Reflective Homework as a Learning Tool: Evidence from Comparing 13 Years of Dual vs. Single Submission,"Madhur Dixit, Kavya Lalbahadur Joshi, Kaveri Bhalchandra Konde and Edward F. Gehringer (North Carolina State University, USA) 17:00 - 18:30"
"Monday, Nov 3",M5-RBC,Gen AI 5: Chatbots and Tutors (3),Riverbed C,17:00,WIP: an AI-Based Virtual Assistant for Supporting a Large Engineering Course,"Deepanshu Gupta, Jorge D. Camba and Travis Fuerst (Purdue University, USA); Jiwei Zhou (Heliponix, LLC, USA)"
"Monday, Nov 3",M5-RBC,Gen AI 5: Chatbots and Tutors (3),Riverbed C,17:15,Integrating a Customized AI Chatbot in Database Design and Programming Course,"Shamima Mithun (Purdue University, USA); Rajagopal Sankaranarayanan (The University of Texas at Austin, USA)"
"Monday, Nov 3",M5-RBC,Gen AI 5: Chatbots and Tutors (3),Riverbed C,17:30,AI Tutor for Assessing and Training Engineering Students in Reading Comprehension,"Shreya Khanna, Niksh Hiremath, Armaan Raisinghani, Shreyas Ramachandran, Siddharth Siddharth and Brainerd Prince (Plaksha University, India)"
"Monday, Nov 3",M5-RBC,Gen AI 5: Chatbots and Tutors (3),Riverbed C,17:45,AI-Powered Personalized Hindi Pronunciation Tutor for Enabling Engineering Students to Effectively Communicate Technical,"Concepts Satvik Bajpai, Nimrat Kaur, Arnav Rustagi, Brainerd Prince and Siddharth Siddharth (Plaksha University, India)"
"Monday, Nov 3",M5-RBC,Gen AI 5: Chatbots and Tutors (3),Riverbed C,18:00,Enhancing Algorithmic Thinking and Emotional Resilience in Programming Education Through AI-Powered Virtual Tutoring,"Ana Luna (Universidad del Pacifico, Peru & UP, Peru); Julio Ricardo Martínez (Unicomfacauca, Colombia); Mario Chong (Universidad del Pacifico, Peru & UP, Peru); Susana Maya and María Alejandra Caicedo (Unicomfacauca, Colombia) 47"
"Monday, Nov 3",M5-RBC,Gen AI 5: Chatbots and Tutors (3),Riverbed C,18:15,WIP: Cognition-Aware RAG for Video-Based Learning Support,"Xiaonan Wang, Hidenari Kiyomitsu and Asako Ohno (Kobe University, Japan) 17:00 - 18:30"
"Monday, Nov 3",M5-RBD,Competencies Development 2: Integrating Digital Skills and Innovative Technologies,Riverbed D,17:00,WIP: Aligning Undergraduate Electrical and Computer Engineering Curricula with Industry Needs: A Q Method Study of Perspectives,"and Competency Expectations of Key Stakeholders Taiwo R Feyijimi and Sarah Jane Bork (University of Georgia, USA)"
"Monday, Nov 3",M5-RBD,Competencies Development 2: Integrating Digital Skills and Innovative Technologies,Riverbed D,17:15,WIP: the Competency Tilt - Towards Competency Self-Evaluations for Differentiated Learning Experiences,"Patrick Seeling (Central Michigan University, USA); Michael P McGarry (University of Texas at El Paso, USA)"
"Monday, Nov 3",M5-RBD,Competencies Development 2: Integrating Digital Skills and Innovative Technologies,Riverbed D,17:30,Bridging the Gap Between Theoretical and Practical Reinforcement Learning in Undergraduate Education,"Muhammad Ahmed Atif and Mohammad Shahid Shaikh (Habib University, Pakistan)"
"Monday, Nov 3",M5-RBD,Competencies Development 2: Integrating Digital Skills and Innovative Technologies,Riverbed D,17:45,"Global South, Global Scale: Rethinking EdTech from the Holistic Approach","Hyojung Kim (Indiana University, USA); Sunny Shuoyang Zhang (University of St.Thomas, USA)"
"Monday, Nov 3",M5-RBD,Competencies Development 2: Integrating Digital Skills and Innovative Technologies,Riverbed D,18:00,Navigating Digital Frontiers: a Comprehensive Analysis of Mobile Device Integration in Engineering Instruction in Bangladesh Using,"Mobile Learning Readiness Survey Ninsiima Hafusa (Islamic University of Technology (IUT), Bangladesh); Md Shahadat Hossain Khan and Mahbub Hasan (Islamic University of Technology, Bangladesh) 17:00 - 18:30"
"Monday, Nov 3",M5-WPB,"Broadening Participation 5: Addressing Accessibility, Accommodations, and Barriers",Willow Pond B,17:00,Gender Diversity in Computer Science Through a Global Lens,"Nawar T Wali and Sara Hooshangi (Virginia Tech, USA)"
"Monday, Nov 3",M5-WPB,"Broadening Participation 5: Addressing Accessibility, Accommodations, and Barriers",Willow Pond B,17:15,"Accessibility and Accommodations for Students with Disabilities in STEM Higher Education: Synthesis of Research on Computing,","Physics, and Engineering Morgan McKie and Stephanie J. Lunn (Florida International University, USA) 48"
"Monday, Nov 3",M5-WPB,"Broadening Participation 5: Addressing Accessibility, Accommodations, and Barriers",Willow Pond B,17:30,Mitigating Exam Barriers for Neurodivergent Students: a Study on Sensory Adaptations in Computing Assessments,"Aidan McGowan, Neil Anderson and Christopher Smith (Queen's University Belfast, United Kingdom (Great Britain))"
"Monday, Nov 3",M5-WPB,"Broadening Participation 5: Addressing Accessibility, Accommodations, and Barriers",Willow Pond B,17:45,"WIP: ""I May Feel like I'm Falling Apart but Other People Can't See It"": Exploring Access Fatigue Among Disabled Women and","Nonbinary Students in Engineering Degree Programs Rachel Figard (University of Georgia, USA)"
"Monday, Nov 3",M5-WPB,"Broadening Participation 5: Addressing Accessibility, Accommodations, and Barriers",Willow Pond B,18:00,WIP: Identifying Barriers for Students with Disabilities in STEM Undergraduate Laboratory and Design Courses,"Rebecca M Reck and Katie Ansell (University of Illinois Urbana-Champaign, USA); Christopher Schmitz (University of Illinois at Urbana- Champaign, USA); Chandrasekhar Radhakrishnan (University of Illinois Urbana-Champaign, USA); David Mussulman (University of Illinois at Urbana-Champaign, USA); Natalie M Taylor and Jessica TerBush (University of Illinois Urbana-Champaign, USA)"
"Monday, Nov 3",M5-WPB,"Broadening Participation 5: Addressing Accessibility, Accommodations, and Barriers",Willow Pond B,18:15,WIP: Integrating Accessible Learning Labs: An Exploration of Faculty Experiences,"Kayla D. Taylor and Joshua L. Radjavitch (Embry-Riddle Aeronautical University, USA); Laxima Niure Kandel (Embry Riddle Aeronautical University, USA) 17:00 - 18:30"
"Monday, Nov 3",M5-WPC,Attitudes & Perceptions 1: Undergraduate Student Motivation and Identity,Willow Pond C,17:00,Exploring the Impact of the Need for Cognitive Closure on Undergraduate Engineering Students Cognitive Engagement During,"Problem Solving Zain Ul Abideen and Sehrish Jabeen (Utah State University, USA); Oenardi Lawanto (Utah State University & College of Engineering, USA); Angela Minichiello (Utah State University, USA); Assad Iqbal (Ohio State University, USA)"
"Monday, Nov 3",M5-WPC,Attitudes & Perceptions 1: Undergraduate Student Motivation and Identity,Willow Pond C,17:15,Examining the Gender Difference on the Five Facets of Need for Cognitive Closure Among Engineering Students,"Zain Ul Abideen and Sehrish Jabeen (Utah State University, USA); Oenardi Lawanto (Utah State University & College of Engineering, USA); Angela Minichiello (Utah State University, USA); Assad Iqbal (Purdue University, USA)"
"Monday, Nov 3",M5-WPC,Attitudes & Perceptions 1: Undergraduate Student Motivation and Identity,Willow Pond C,17:30,WIP: an Exploratory Sequential Mixed Methods Study on the Influence of Data Proficiency on Engineering Identity,"Tanveer Syed (Florida Institute of Technology, USA); Godwyll Aikins (Florida Institute of Technology Melbourne, USA); Catherine Berdanier (Pennsylvania State University, USA); Kim-Doang Nguyen (Florida Institute of Technology, USA)"
"Monday, Nov 3",M5-WPC,Attitudes & Perceptions 1: Undergraduate Student Motivation and Identity,Willow Pond C,17:45,WIP: Exploring Programmer Identity in the Figured World of an Undergraduate Creative Computing Classroom,"David Mawer (Buffalo State University, USA)"
"Monday, Nov 3",M5-WPC,Attitudes & Perceptions 1: Undergraduate Student Motivation and Identity,Willow Pond C,18:00,"Register as an Emerging Emblem of Disciplinary Identity, Agency and Context","Rick Evans (Cornell University & College of Engineering, USA); Jean Hunter and Stephanie Fuchs (Cornell University, USA) 49"
"Monday, Nov 3",M5-WPD,"Curriculum & Course Design 1: Programming, Systems, and Circuits",Willow Pond D,17:00,WIP: Study of the Impact of Pre-Requisite Courses on Student Learning in Linear Systems,"Eesha Atif and Laura J. Bottomley (North Carolina State University, USA)"
"Monday, Nov 3",M5-WPD,"Curriculum & Course Design 1: Programming, Systems, and Circuits",Willow Pond D,17:15,Impact of Prior Programming Experience on First-Year Engineering MATLAB Programming Skills,"Sydney Cooper and Krista M Kecskemety (The Ohio State University, USA)"
"Monday, Nov 3",M5-WPD,"Curriculum & Course Design 1: Programming, Systems, and Circuits",Willow Pond D,17:30,WIP: Montessori Inspired Learning in Undergraduate Computer Science Education,"Raul Alejandro Vargas-Acosta and Omar Ochoa (Embry-Riddle Aeronautical University, USA)"
"Monday, Nov 3",M5-WPD,"Curriculum & Course Design 1: Programming, Systems, and Circuits",Willow Pond D,17:45,WIP: Mapping Misconceptions Across Key Electric Circuit Concepts,"Vincent Fakiyesi (University of Georgia, USA); Olanrewaju Paul Olaogun (Merrimack College, USA); Isaac D Dunmoye and Nathaniel Hunsu (University of Georgia, USA)"
"Monday, Nov 3",M5-WPD,"Curriculum & Course Design 1: Programming, Systems, and Circuits",Willow Pond D,18:00,WIP: Analyzing Students' Reasoning Patterns in Electric Circuit Misconceptions: a Thematic Approach,"Vincent Fakiyesi, Deborah Moyaki, Taiwo R Feyijimi and Nathaniel Hunsu (University of Georgia, USA)"
"Monday, Nov 3",M5-WPD,"Curriculum & Course Design 1: Programming, Systems, and Circuits",Willow Pond D,18:15,Team- Based Learning in a Large Introductory Circuits Course for Engineering Students,"Lizandra Godwin and Lutfullahil Majid (University of New Mexico, USA) 17:00 - 18:30"
"Monday, Nov 3",M5-WPE,Design Education 5: Collaborative and Community-Centered Projects,Willow Pond E,17:00,"Integrating Community Knowledge and Resources into Community-Based, Project-Based Learning: The Case of an Engineering","Design Abroad Program Collette Higgins, Trevion S Henderson and David Zabner (Tufts University, USA)"
"Monday, Nov 3",M5-WPE,Design Education 5: Collaborative and Community-Centered Projects,Willow Pond E,17:15,WIP: Examining a Different Approach to Create Successful Opportunities for Collaboration Between University and Community,"Partners in International Service Learning Kadri Parris (The Ohio State University, USA)"
"Monday, Nov 3",M5-WPE,Design Education 5: Collaborative and Community-Centered Projects,Willow Pond E,17:30,WIP: A Computational Approach to Streamlining Information Management for Farmers Developed Through a Community-Engaged,"Learning Experience Eddy W Pan, Arianne M Fong and Alessandra Ferzoco (Olin College of Engineering, USA) 50"
"Monday, Nov 3",M5-WPE,Design Education 5: Collaborative and Community-Centered Projects,Willow Pond E,17:45,How to Transform Humanitarian Engineering Student Competitions for the Well-Being of Communities? the Case of IEEE Tech4Good,"Colombia Juan Lucena (Colorado School of Mines & Humanitarian Engineering, USA); Diana Duarte (DIVERSA, Colombia)"
"Monday, Nov 3",M5-WPE,Design Education 5: Collaborative and Community-Centered Projects,Willow Pond E,18:00,WIP: Designing Differently: An Exploration of How Community Cultural Wealth Shapes Student Design Experiences,"Jennifer S. Brown and Julie P. Martin (University of Georgia, USA); Dina Verdin (Arizona State University, USA)"
"Monday, Nov 3",M5-WPE,Design Education 5: Collaborative and Community-Centered Projects,Willow Pond E,18:15,Transforming Risk Management in a Multidisciplinary Design Course: Considering Risk as a Language of Connection to Stakeholders,"Tyler J Stump (The Ohio State University & USA, USA); Bob Rhoads (The Ohio State University, USA); Lynn Hall (Ohio State University, USA) 18:30 - 20:00 MS-1: Welcome Reception Kick off the conference with a warm welcome in the Harmony Restaurant! Enjoy light refreshments, reconnect with colleagues, and make new friends. 51"
"Tuesday, Nov 4",T1-RBA,K-12 Education & Outreach 1: Innovative Technologies and Game-Based Approaches,Riverbed A,8:00,A Two-Quarter Initiative in Co-Designed Programming Courses for High School Students,"Tianyi Li and Victoria Lowell (Purdue University, USA)"
"Tuesday, Nov 4",T1-RBA,K-12 Education & Outreach 1: Innovative Technologies and Game-Based Approaches,Riverbed A,8:15,"WIP: the Potential of Mobile Technology in Expanding Artifacts for Problem Identification, Problem-Scoping, and Ideation of Middle","and High School Students Tamecia R. Jones (North Carolina State University, USA); Selcen Guzey, Chrystal Johnson, Jennifer Sdunzik and Wilella D Burgess (Purdue University, USA)"
"Tuesday, Nov 4",T1-RBA,K-12 Education & Outreach 1: Innovative Technologies and Game-Based Approaches,Riverbed A,8:30,WIP: Teaching Quantum Communication in High School: Pilot Implementation and Evaluation of a 90-Minute Module,"Jessica S. Gollmann (Technische Universität Dresden, Germany); Vivian S. Hoffmann (Dresden University of Technology, Germany); Simone Glevitzky and Lisa M Küssel (Technische Universität Dresden, Germany); Patrick Seeling (Central Michigan University, USA); Riccardo Bassoli (Technische Universität Dresden, Germany); Holger Boche (Technical University Munich, Germany); Frank H.P. Fitzek (Technische Universität Dresden & ComNets - Communication Networks Group, Germany)"
